filename,label,xmin,ymin,xmax,ymax
FM 24862.jpg,mask_weared_incorrect,0,0,224,224
FM 24876.jpg,mask_weared_incorrect,0,0,224,224
FM 24645.jpg,mask_weared_incorrect,0,0,224,224
FM 24123.jpg,mask_weared_incorrect,0,0,224,224
FM 24137.jpg,mask_weared_incorrect,0,0,224,224
FM 24889.jpg,mask_weared_incorrect,0,0,224,224
FM 24651.jpg,mask_weared_incorrect,0,0,224,224
FM 24679.jpg,mask_weared_incorrect,0,0,224,224
FM 24094.jpg,mask_weared_incorrect,0,0,224,224
FM 24080.jpg,mask_weared_incorrect,0,0,224,224
FM 24902.jpg,mask_weared_incorrect,0,0,224,224
FM 24731.jpg,mask_weared_incorrect,0,0,224,224
FM 24057.jpg,mask_weared_incorrect,0,0,224,224
FM 24043.jpg,mask_weared_incorrect,0,0,224,224
FM 24725.jpg,mask_weared_incorrect,0,0,224,224
FM 24719.jpg,mask_weared_incorrect,0,0,224,224
FM 24296.jpg,mask_weared_incorrect,0,0,224,224
FM 24282.jpg,mask_weared_incorrect,0,0,224,224
FM 24255.jpg,mask_weared_incorrect,0,0,224,224
FM 24533.jpg,mask_weared_incorrect,0,0,224,224
FM 24527.jpg,mask_weared_incorrect,0,0,224,224
FM 24241.jpg,mask_weared_incorrect,0,0,224,224
FM 24269.jpg,mask_weared_incorrect,0,0,224,224
FM 24519.jpg,mask_weared_incorrect,0,0,224,224
FM 24531.jpg,mask_weared_incorrect,0,0,224,224
FM 24257.jpg,mask_weared_incorrect,0,0,224,224
FM 24243.jpg,mask_weared_incorrect,0,0,224,224
FM 24525.jpg,mask_weared_incorrect,0,0,224,224
FM 24294.jpg,mask_weared_incorrect,0,0,224,224
FM 24280.jpg,mask_weared_incorrect,0,0,224,224
FM 24069.jpg,mask_weared_incorrect,0,0,224,224
FM 24055.jpg,mask_weared_incorrect,0,0,224,224
FM 24733.jpg,mask_weared_incorrect,0,0,224,224
FM 24727.jpg,mask_weared_incorrect,0,0,224,224
FM 24041.jpg,mask_weared_incorrect,0,0,224,224
FM 24914.jpg,mask_weared_incorrect,0,0,224,224
FM 24900.jpg,mask_weared_incorrect,0,0,224,224
FM 24096.jpg,mask_weared_incorrect,0,0,224,224
FM 24082.jpg,mask_weared_incorrect,0,0,224,224
FM 24109.jpg,mask_weared_incorrect,0,0,224,224
FM 24121.jpg,mask_weared_incorrect,0,0,224,224
FM 24647.jpg,mask_weared_incorrect,0,0,224,224
FM 24653.jpg,mask_weared_incorrect,0,0,224,224
FM 24135.jpg,mask_weared_incorrect,0,0,224,224
FM 24860.jpg,mask_weared_incorrect,0,0,224,224
FM 24874.jpg,mask_weared_incorrect,0,0,224,224
FM 24684.jpg,mask_weared_incorrect,0,0,224,224
FM 24848.jpg,mask_weared_incorrect,0,0,224,224
FM 24690.jpg,mask_weared_incorrect,0,0,224,224
FM 24479.jpg,mask_weared_incorrect,0,0,224,224
FM 24445.jpg,mask_weared_incorrect,0,0,224,224
FM 24323.jpg,mask_weared_incorrect,0,0,224,224
FM 24337.jpg,mask_weared_incorrect,0,0,224,224
FM 24451.jpg,mask_weared_incorrect,0,0,224,224
FM 24486.jpg,mask_weared_incorrect,0,0,224,224
FM 24492.jpg,mask_weared_incorrect,0,0,224,224
FM 24493.jpg,mask_weared_incorrect,0,0,224,224
FM 24487.jpg,mask_weared_incorrect,0,0,224,224
FM 24336.jpg,mask_weared_incorrect,0,0,224,224
FM 24450.jpg,mask_weared_incorrect,0,0,224,224
FM 24444.jpg,mask_weared_incorrect,0,0,224,224
FM 24322.jpg,mask_weared_incorrect,0,0,224,224
FM 24478.jpg,mask_weared_incorrect,0,0,224,224
FM 24691.jpg,mask_weared_incorrect,0,0,224,224
FM 24849.jpg,mask_weared_incorrect,0,0,224,224
FM 24685.jpg,mask_weared_incorrect,0,0,224,224
FM 24875.jpg,mask_weared_incorrect,0,0,224,224
FM 24861.jpg,mask_weared_incorrect,0,0,224,224
FM 24652.jpg,mask_weared_incorrect,0,0,224,224
FM 24134.jpg,mask_weared_incorrect,0,0,224,224
FM 24120.jpg,mask_weared_incorrect,0,0,224,224
FM 24646.jpg,mask_weared_incorrect,0,0,224,224
FM 24108.jpg,mask_weared_incorrect,0,0,224,224
FM 24083.jpg,mask_weared_incorrect,0,0,224,224
FM 24097.jpg,mask_weared_incorrect,0,0,224,224
FM 24901.jpg,mask_weared_incorrect,0,0,224,224
FM 24726.jpg,mask_weared_incorrect,0,0,224,224
FM 24040.jpg,mask_weared_incorrect,0,0,224,224
FM 24054.jpg,mask_weared_incorrect,0,0,224,224
FM 24732.jpg,mask_weared_incorrect,0,0,224,224
FM 24068.jpg,mask_weared_incorrect,0,0,224,224
FM 24281.jpg,mask_weared_incorrect,0,0,224,224
FM 24295.jpg,mask_weared_incorrect,0,0,224,224
FM 24242.jpg,mask_weared_incorrect,0,0,224,224
FM 24524.jpg,mask_weared_incorrect,0,0,224,224
FM 24530.jpg,mask_weared_incorrect,0,0,224,224
FM 24256.jpg,mask_weared_incorrect,0,0,224,224
FM 24518.jpg,mask_weared_incorrect,0,0,224,224
FM 24557.jpg,mask_weared_incorrect,0,0,224,224
FM 24231.jpg,mask_weared_incorrect,0,0,224,224
FM 24225.jpg,mask_weared_incorrect,0,0,224,224
FM 24543.jpg,mask_weared_incorrect,0,0,224,224
FM 24219.jpg,mask_weared_incorrect,0,0,224,224
FM 24594.jpg,mask_weared_incorrect,0,0,224,224
FM 24580.jpg,mask_weared_incorrect,0,0,224,224
FM 24033.jpg,mask_weared_incorrect,0,0,224,224
FM 24755.jpg,mask_weared_incorrect,0,0,224,224
FM 24741.jpg,mask_weared_incorrect,0,0,224,224
FM 24769.jpg,mask_weared_incorrect,0,0,224,224
FM 24796.jpg,mask_weared_incorrect,0,0,224,224
FM 24782.jpg,mask_weared_incorrect,0,0,224,224
FM 24147.jpg,mask_weared_incorrect,0,0,224,224
FM 24621.jpg,mask_weared_incorrect,0,0,224,224
FM 24635.jpg,mask_weared_incorrect,0,0,224,224
FM 24153.jpg,mask_weared_incorrect,0,0,224,224
FM 24609.jpg,mask_weared_incorrect,0,0,224,224
FM 24184.jpg,mask_weared_incorrect,0,0,224,224
FM 24190.jpg,mask_weared_incorrect,0,0,224,224
FM 24806.jpg,mask_weared_incorrect,0,0,224,224
FM 24812.jpg,mask_weared_incorrect,0,0,224,224
FM 24423.jpg,mask_weared_incorrect,0,0,224,224
FM 24345.jpg,mask_weared_incorrect,0,0,224,224
FM 24351.jpg,mask_weared_incorrect,0,0,224,224
FM 24437.jpg,mask_weared_incorrect,0,0,224,224
FM 24379.jpg,mask_weared_incorrect,0,0,224,224
FM 24386.jpg,mask_weared_incorrect,0,0,224,224
FM 24392.jpg,mask_weared_incorrect,0,0,224,224
FM 24393.jpg,mask_weared_incorrect,0,0,224,224
FM 24387.jpg,mask_weared_incorrect,0,0,224,224
FM 24378.jpg,mask_weared_incorrect,0,0,224,224
FM 24350.jpg,mask_weared_incorrect,0,0,224,224
FM 24436.jpg,mask_weared_incorrect,0,0,224,224
FM 24422.jpg,mask_weared_incorrect,0,0,224,224
FM 24344.jpg,mask_weared_incorrect,0,0,224,224
FM 24813.jpg,mask_weared_incorrect,0,0,224,224
FM 24807.jpg,mask_weared_incorrect,0,0,224,224
FM 24191.jpg,mask_weared_incorrect,0,0,224,224
FM 24185.jpg,mask_weared_incorrect,0,0,224,224
FM 24608.jpg,mask_weared_incorrect,0,0,224,224
FM 24634.jpg,mask_weared_incorrect,0,0,224,224
FM 24152.jpg,mask_weared_incorrect,0,0,224,224
FM 24146.jpg,mask_weared_incorrect,0,0,224,224
FM 24620.jpg,mask_weared_incorrect,0,0,224,224
FM 24783.jpg,mask_weared_incorrect,0,0,224,224
FM 24797.jpg,mask_weared_incorrect,0,0,224,224
FM 24768.jpg,mask_weared_incorrect,0,0,224,224
FM 24740.jpg,mask_weared_incorrect,0,0,224,224
FM 24754.jpg,mask_weared_incorrect,0,0,224,224
FM 24581.jpg,mask_weared_incorrect,0,0,224,224
FM 24595.jpg,mask_weared_incorrect,0,0,224,224
FM 24218.jpg,mask_weared_incorrect,0,0,224,224
FM 24224.jpg,mask_weared_incorrect,0,0,224,224
FM 24542.jpg,mask_weared_incorrect,0,0,224,224
FM 24556.jpg,mask_weared_incorrect,0,0,224,224
FM 24230.jpg,mask_weared_incorrect,0,0,224,224
FM 24540.jpg,mask_weared_incorrect,0,0,224,224
FM 24226.jpg,mask_weared_incorrect,0,0,224,224
FM 24232.jpg,mask_weared_incorrect,0,0,224,224
FM 24554.jpg,mask_weared_incorrect,0,0,224,224
FM 24568.jpg,mask_weared_incorrect,0,0,224,224
FM 24583.jpg,mask_weared_incorrect,0,0,224,224
FM 24597.jpg,mask_weared_incorrect,0,0,224,224
FM 24742.jpg,mask_weared_incorrect,0,0,224,224
FM 24756.jpg,mask_weared_incorrect,0,0,224,224
FM 24781.jpg,mask_weared_incorrect,0,0,224,224
FM 24795.jpg,mask_weared_incorrect,0,0,224,224
FM 24150.jpg,mask_weared_incorrect,0,0,224,224
FM 24636.jpg,mask_weared_incorrect,0,0,224,224
FM 24622.jpg,mask_weared_incorrect,0,0,224,224
FM 24144.jpg,mask_weared_incorrect,0,0,224,224
FM 24178.jpg,mask_weared_incorrect,0,0,224,224
FM 24193.jpg,mask_weared_incorrect,0,0,224,224
FM 24839.jpg,mask_weared_incorrect,0,0,224,224
FM 24187.jpg,mask_weared_incorrect,0,0,224,224
FM 24811.jpg,mask_weared_incorrect,0,0,224,224
FM 24805.jpg,mask_weared_incorrect,0,0,224,224
FM 24434.jpg,mask_weared_incorrect,0,0,224,224
FM 24352.jpg,mask_weared_incorrect,0,0,224,224
FM 24346.jpg,mask_weared_incorrect,0,0,224,224
FM 24420.jpg,mask_weared_incorrect,0,0,224,224
FM 24408.jpg,mask_weared_incorrect,0,0,224,224
FM 24391.jpg,mask_weared_incorrect,0,0,224,224
FM 24385.jpg,mask_weared_incorrect,0,0,224,224
FM 24384.jpg,mask_weared_incorrect,0,0,224,224
FM 24390.jpg,mask_weared_incorrect,0,0,224,224
FM 24409.jpg,mask_weared_incorrect,0,0,224,224
FM 24347.jpg,mask_weared_incorrect,0,0,224,224
FM 24421.jpg,mask_weared_incorrect,0,0,224,224
FM 24435.jpg,mask_weared_incorrect,0,0,224,224
FM 24353.jpg,mask_weared_incorrect,0,0,224,224
FM 24804.jpg,mask_weared_incorrect,0,0,224,224
FM 24810.jpg,mask_weared_incorrect,0,0,224,224
FM 24838.jpg,mask_weared_incorrect,0,0,224,224
FM 24186.jpg,mask_weared_incorrect,0,0,224,224
FM 24192.jpg,mask_weared_incorrect,0,0,224,224
FM 24179.jpg,mask_weared_incorrect,0,0,224,224
FM 24623.jpg,mask_weared_incorrect,0,0,224,224
FM 24145.jpg,mask_weared_incorrect,0,0,224,224
FM 24151.jpg,mask_weared_incorrect,0,0,224,224
FM 24637.jpg,mask_weared_incorrect,0,0,224,224
FM 24794.jpg,mask_weared_incorrect,0,0,224,224
FM 24780.jpg,mask_weared_incorrect,0,0,224,224
FM 24757.jpg,mask_weared_incorrect,0,0,224,224
FM 24743.jpg,mask_weared_incorrect,0,0,224,224
FM 24596.jpg,mask_weared_incorrect,0,0,224,224
FM 24582.jpg,mask_weared_incorrect,0,0,224,224
FM 24569.jpg,mask_weared_incorrect,0,0,224,224
FM 24233.jpg,mask_weared_incorrect,0,0,224,224
FM 24555.jpg,mask_weared_incorrect,0,0,224,224
FM 24541.jpg,mask_weared_incorrect,0,0,224,224
FM 24227.jpg,mask_weared_incorrect,0,0,224,224
FM 24579.jpg,mask_weared_incorrect,0,0,224,224
FM 24223.jpg,mask_weared_incorrect,0,0,224,224
FM 24545.jpg,mask_weared_incorrect,0,0,224,224
FM 24551.jpg,mask_weared_incorrect,0,0,224,224
FM 24237.jpg,mask_weared_incorrect,0,0,224,224
FM 24586.jpg,mask_weared_incorrect,0,0,224,224
FM 24592.jpg,mask_weared_incorrect,0,0,224,224
FM 24747.jpg,mask_weared_incorrect,0,0,224,224
FM 24035.jpg,mask_weared_incorrect,0,0,224,224
FM 24753.jpg,mask_weared_incorrect,0,0,224,224
FM 24784.jpg,mask_weared_incorrect,0,0,224,224
FM 24790.jpg,mask_weared_incorrect,0,0,224,224
FM 24169.jpg,mask_weared_incorrect,0,0,224,224
FM 24633.jpg,mask_weared_incorrect,0,0,224,224
FM 24155.jpg,mask_weared_incorrect,0,0,224,224
FM 24141.jpg,mask_weared_incorrect,0,0,224,224
FM 24627.jpg,mask_weared_incorrect,0,0,224,224
FM 24814.jpg,mask_weared_incorrect,0,0,224,224
FM 24800.jpg,mask_weared_incorrect,0,0,224,224
FM 24828.jpg,mask_weared_incorrect,0,0,224,224
FM 24196.jpg,mask_weared_incorrect,0,0,224,224
FM 24182.jpg,mask_weared_incorrect,0,0,224,224
FM 24419.jpg,mask_weared_incorrect,0,0,224,224
FM 24357.jpg,mask_weared_incorrect,0,0,224,224
FM 24431.jpg,mask_weared_incorrect,0,0,224,224
FM 24425.jpg,mask_weared_incorrect,0,0,224,224
FM 24343.jpg,mask_weared_incorrect,0,0,224,224
FM 24394.jpg,mask_weared_incorrect,0,0,224,224
FM 24380.jpg,mask_weared_incorrect,0,0,224,224
FM 24381.jpg,mask_weared_incorrect,0,0,224,224
FM 24395.jpg,mask_weared_incorrect,0,0,224,224
FM 24424.jpg,mask_weared_incorrect,0,0,224,224
FM 24342.jpg,mask_weared_incorrect,0,0,224,224
FM 24356.jpg,mask_weared_incorrect,0,0,224,224
FM 24430.jpg,mask_weared_incorrect,0,0,224,224
FM 24418.jpg,mask_weared_incorrect,0,0,224,224
FM 24183.jpg,mask_weared_incorrect,0,0,224,224
FM 24829.jpg,mask_weared_incorrect,0,0,224,224
FM 24197.jpg,mask_weared_incorrect,0,0,224,224
FM 24801.jpg,mask_weared_incorrect,0,0,224,224
FM 24815.jpg,mask_weared_incorrect,0,0,224,224
FM 24140.jpg,mask_weared_incorrect,0,0,224,224
FM 24626.jpg,mask_weared_incorrect,0,0,224,224
FM 24632.jpg,mask_weared_incorrect,0,0,224,224
FM 24154.jpg,mask_weared_incorrect,0,0,224,224
FM 24168.jpg,mask_weared_incorrect,0,0,224,224
FM 24791.jpg,mask_weared_incorrect,0,0,224,224
FM 24785.jpg,mask_weared_incorrect,0,0,224,224
FM 24034.jpg,mask_weared_incorrect,0,0,224,224
FM 24752.jpg,mask_weared_incorrect,0,0,224,224
FM 24746.jpg,mask_weared_incorrect,0,0,224,224
FM 24593.jpg,mask_weared_incorrect,0,0,224,224
FM 24587.jpg,mask_weared_incorrect,0,0,224,224
FM 24550.jpg,mask_weared_incorrect,0,0,224,224
FM 24236.jpg,mask_weared_incorrect,0,0,224,224
FM 24222.jpg,mask_weared_incorrect,0,0,224,224
FM 24544.jpg,mask_weared_incorrect,0,0,224,224
FM 24578.jpg,mask_weared_incorrect,0,0,224,224
FM 24208.jpg,mask_weared_incorrect,0,0,224,224
FM 24234.jpg,mask_weared_incorrect,0,0,224,224
FM 24552.jpg,mask_weared_incorrect,0,0,224,224
FM 24546.jpg,mask_weared_incorrect,0,0,224,224
FM 24220.jpg,mask_weared_incorrect,0,0,224,224
FM 24591.jpg,mask_weared_incorrect,0,0,224,224
FM 24585.jpg,mask_weared_incorrect,0,0,224,224
FM 24778.jpg,mask_weared_incorrect,0,0,224,224
FM 24750.jpg,mask_weared_incorrect,0,0,224,224
FM 24036.jpg,mask_weared_incorrect,0,0,224,224
FM 24744.jpg,mask_weared_incorrect,0,0,224,224
FM 24793.jpg,mask_weared_incorrect,0,0,224,224
FM 24787.jpg,mask_weared_incorrect,0,0,224,224
FM 24618.jpg,mask_weared_incorrect,0,0,224,224
FM 24624.jpg,mask_weared_incorrect,0,0,224,224
FM 24142.jpg,mask_weared_incorrect,0,0,224,224
FM 24156.jpg,mask_weared_incorrect,0,0,224,224
FM 24630.jpg,mask_weared_incorrect,0,0,224,224
FM 24803.jpg,mask_weared_incorrect,0,0,224,224
FM 24817.jpg,mask_weared_incorrect,0,0,224,224
FM 24181.jpg,mask_weared_incorrect,0,0,224,224
FM 24195.jpg,mask_weared_incorrect,0,0,224,224
FM 24368.jpg,mask_weared_incorrect,0,0,224,224
FM 24340.jpg,mask_weared_incorrect,0,0,224,224
FM 24426.jpg,mask_weared_incorrect,0,0,224,224
FM 24432.jpg,mask_weared_incorrect,0,0,224,224
FM 24354.jpg,mask_weared_incorrect,0,0,224,224
FM 24383.jpg,mask_weared_incorrect,0,0,224,224
FM 24397.jpg,mask_weared_incorrect,0,0,224,224
FM 24396.jpg,mask_weared_incorrect,0,0,224,224
FM 24382.jpg,mask_weared_incorrect,0,0,224,224
FM 24433.jpg,mask_weared_incorrect,0,0,224,224
FM 24355.jpg,mask_weared_incorrect,0,0,224,224
FM 24341.jpg,mask_weared_incorrect,0,0,224,224
FM 24427.jpg,mask_weared_incorrect,0,0,224,224
FM 24369.jpg,mask_weared_incorrect,0,0,224,224
FM 24194.jpg,mask_weared_incorrect,0,0,224,224
FM 24180.jpg,mask_weared_incorrect,0,0,224,224
FM 24816.jpg,mask_weared_incorrect,0,0,224,224
FM 24802.jpg,mask_weared_incorrect,0,0,224,224
FM 24157.jpg,mask_weared_incorrect,0,0,224,224
FM 24631.jpg,mask_weared_incorrect,0,0,224,224
FM 24625.jpg,mask_weared_incorrect,0,0,224,224
FM 24143.jpg,mask_weared_incorrect,0,0,224,224
FM 24619.jpg,mask_weared_incorrect,0,0,224,224
FM 24786.jpg,mask_weared_incorrect,0,0,224,224
FM 24792.jpg,mask_weared_incorrect,0,0,224,224
FM 24745.jpg,mask_weared_incorrect,0,0,224,224
FM 24751.jpg,mask_weared_incorrect,0,0,224,224
